entry_date,entry_price,exit_date,exit_price,side,quantity,pnl,roi,exit_reason,leverage
2024-09-03 15:32:35,55086.93057737399,2024-09-04 17:32:35,49246.22423475957,SELL,0.0051866074714941165,151.4672557770352,1.514672557770352,signal_reverse,5
2024-09-04 17:32:35,49246.22423475957,2024-09-05 09:32:35,53522.64484395937,BUY,0.0058896276029403415,125.93262430863064,1.2593262430863064,signal_reverse,5
2024-09-05 09:32:35,53522.64484395937,2024-09-06 04:32:35,48914.06286931699,SELL,0.005486275901162172,126.41976113005434,1.2641976113005433,signal_reverse,5
2024-09-06 04:32:35,48914.06286931699,2024-09-06 11:32:35,45490.0784684648,BUY,0.006077025139849545,-104.0381964121572,-1.0403819641215721,stop_loss,5
2024-09-07 23:32:35,38625.36973814164,2024-09-08 10:32:35,44419.17519886288,BUY,0.007618813019696113,220.7096023886471,2.207096023886471,take_profit,5
2024-09-08 11:32:35,43887.63887619405,2024-09-08 21:32:35,40038.3986965922,SELL,0.006848977666334484,131.81680011225188,1.318168001122519,signal_reverse,5
2024-09-08 21:32:35,40038.3986965922,2024-09-09 00:32:35,37235.71078783074,BUY,0.007601494132831828,-106.52307847304465,-1.0652307847304465,stop_loss,5
2024-09-09 14:32:35,33700.36254811298,2024-09-09 16:32:35,31341.337169745068,BUY,0.008940798064773266,-105.45784768831419,-1.0545784768831419,stop_loss,5
2024-09-09 17:32:35,31505.63142133829,2024-09-10 20:32:35,33624.365067704886,BUY,0.009467991639354096,100.30076224908575,1.0030076224908575,signal_reverse,5
2024-09-10 20:32:35,33624.365067704886,2024-09-11 07:32:35,35978.07062244423,SELL,0.008956623875206411,-105.40627683392191,-1.054062768339219,stop_loss,5
2024-09-11 09:32:35,36473.99445762288,2024-09-11 11:32:35,39027.17406965649,SELL,0.008174294794909956,-104.3522140655827,-1.043522140655827,stop_loss,5
2024-09-11 12:32:35,39170.2594329538,2024-09-12 11:32:35,36079.180837936176,SELL,0.007535505138006638,116.46419317368812,1.1646419317368812,signal_reverse,5
2024-09-12 11:32:35,36079.180837936176,2024-09-12 17:32:35,33553.63817928064,BUY,0.008273337494309432,-104.47333385666376,-1.0447333385666375,stop_loss,5
2024-09-13 04:32:35,38245.04159959199,2024-09-14 08:32:35,40922.19451156343,SELL,0.0077267607730283055,-103.4286005180971,-1.034286005180971,stop_loss,5
2024-09-14 17:32:35,36739.2123425078,2024-09-16 06:32:35,34167.46747853226,BUY,0.007963022766934145,-102.39431451291614,-1.0239431451291614,stop_loss,5
2024-09-17 10:32:35,34697.19882928654,2024-09-17 20:32:35,37051.38699145753,BUY,0.008347349130527681,98.2561525429829,0.982561525429829,signal_reverse,5
2024-09-17 20:32:35,37051.38699145753,2024-09-18 04:32:35,39644.98408085956,SELL,0.007892739648070394,-102.35293289321682,-1.0235293289321683,stop_loss,5
2024-09-18 06:32:35,39667.84694509739,2024-09-19 18:32:35,36026.472433005954,SELL,0.0072984193473607005,132.88139095017146,1.3288139095017146,signal_reverse,5
2024-09-19 18:32:35,36026.472433005954,2024-09-21 00:32:35,33504.619362695536,BUY,0.008141490769813168,-102.65821747378637,-1.0265821747378636,stop_loss,5
2024-09-21 04:32:35,32312.617162074377,2024-09-21 08:32:35,30050.73396072917,BUY,0.008986461833095994,-101.63163529904848,-1.0163163529904848,stop_loss,5
2024-09-21 10:32:35,29769.209309897546,2024-09-21 18:32:35,27685.364658204715,BUY,0.009656700547646122,-100.615318946058,-1.00615318946058,stop_loss,5
2024-09-21 18:32:35,28499.577512210155,2024-09-21 23:32:35,26504.60708635544,BUY,0.00998602931308332,-99.6091657565974,-0.9960916575659741,stop_loss,5
2024-09-22 02:32:35,26207.98408934325,2024-09-24 04:32:35,24373.42520308922,BUY,0.010750603301743966,-98.61307409903142,-0.9861307409903143,stop_loss,5
2024-09-24 08:32:35,23287.038109398465,2024-09-24 15:32:35,21656.945441740572,BUY,0.011978085086206897,-97.62694335804112,-0.9762694335804113,stop_loss,5
2024-09-24 18:32:35,21648.760096044087,2024-09-25 08:32:35,20133.346889321,BUY,0.012755685841415775,-96.6506739244607,-0.966506739244607,stop_loss,5
2024-09-25 10:32:35,19537.63477039032,2024-09-26 01:32:35,18170.000336462996,BUY,0.013992652540993385,-95.68416718521607,-0.9568416718521606,stop_loss,5
2024-09-26 04:32:35,18277.85047737704,2024-09-26 20:32:35,19687.26203119713,BUY,0.014807512612150067,104.349396794505,1.0434939679450501,signal_reverse,5
2024-09-26 20:32:35,19687.26203119713,2024-09-27 11:32:35,21065.37037338093,SELL,0.013898881031305132,-95.77081948130898,-0.9577081948130898,stop_loss,5
2024-09-27 13:32:35,20181.888080110803,2024-09-27 19:32:35,17912.929646835513,SELL,0.013422659099109167,152.2772777995152,1.5227727779951519,signal_reverse,5
2024-09-27 19:32:35,17912.929646835513,2024-09-28 03:32:35,16659.024571557027,BUY,0.015365737959565293,-96.33588406449105,-0.9633588406449105,stop_loss,5
2024-09-28 04:32:35,16508.6744614207,2024-09-28 16:32:35,15353.067249121248,BUY,0.016506045342875975,-95.37252522384613,-0.9537252522384613,stop_loss,5
2024-09-28 17:32:35,15857.796595987686,2024-09-28 21:32:35,14747.750834268547,BUY,0.017011695053973337,-94.41879997160768,-0.9441879997160769,stop_loss,5
2024-09-28 21:32:35,15140.75804404244,2024-09-30 01:32:35,14080.904980959469,BUY,0.017639164376236527,-93.4746119718916,-0.9347461197189161,stop_loss,5
2024-09-30 12:32:35,16089.652145033771,2024-10-01 10:32:35,14992.224628044149,SELL,0.01643289825890379,90.16957366605939,0.9016957366605939,signal_reverse,5
2024-10-01 10:32:35,14992.224628044149,2024-10-02 07:32:35,13942.768904081056,BUY,0.01780762340996474,-93.44156158883328,-0.9344156158883328,stop_loss,5
2024-10-02 08:32:35,14089.198412483767,2024-10-03 00:32:35,13102.954523609902,BUY,0.01875948677939561,-92.50714597294493,-0.9250714597294492,stop_loss,5
2024-10-03 01:32:35,13071.976390619302,2024-10-03 20:32:35,12156.93804327595,BUY,0.020017100874320175,-91.58207451321552,-0.9158207451321552,stop_loss,5
2024-10-04 02:32:35,10757.080640908804,2024-10-04 23:32:35,12370.642737045124,BUY,0.02408148158267367,194.2848295030356,1.9428482950303563,take_profit,5
2024-10-04 23:32:35,12064.279802860545,2024-10-05 21:32:35,12908.779389060785,SELL,0.021932302531917434,-92.60910206311372,-0.9260910206311374,stop_loss,5
2024-10-09 23:32:35,12651.563245526808,2024-10-10 06:32:35,11299.405549406463,SELL,0.020705066641784082,139.9825760418648,1.3998257604186481,signal_reverse,5
2024-10-10 06:32:35,11299.405549406463,2024-10-10 10:32:35,10508.44716094801,BUY,0.023536721567443256,-93.08283680290123,-0.9308283680290124,stop_loss,5
2024-10-10 10:32:35,10683.677346943805,2024-10-11 05:32:35,9935.819932657738,BUY,0.024644272203370208,-92.15200843487222,-0.9215200843487221,stop_loss,5
2024-10-11 05:32:35,10125.27132191143,2024-10-11 12:32:35,9416.50232937763,BUY,0.025743363299339836,-91.23048835052347,-0.9123048835052346,stop_loss,5
2024-10-11 13:32:35,9558.347027102782,2024-10-11 18:32:35,8889.262735205586,BUY,0.026997550102669444,-90.31818346701824,-0.9031818346701824,stop_loss,5
2024-10-11 21:32:35,8580.127021841789,2024-10-12 03:32:35,7979.518130312863,BUY,0.02977478452066566,-89.41500163234807,-0.8941500163234808,stop_loss,5
2024-10-12 03:32:35,8256.845097705076,2024-10-12 11:32:35,7678.86594086572,BUY,0.03063115704728716,-88.5208516160246,-0.885208516160246,stop_loss,5
2024-10-12 13:32:35,7833.281459800446,2024-10-13 03:32:35,7284.951757614414,BUY,0.03196457997824536,-87.63564309986435,-0.8763564309986436,stop_loss,5
2024-10-13 07:32:35,6786.309544542546,2024-10-13 18:32:35,7804.255976223927,BUY,0.03652702172952065,185.91275714756907,1.8591275714756907,take_profit,5
2024-10-13 22:32:35,8110.224325708898,2024-10-14 15:32:35,6893.690676852563,SELL,0.031219292967705512,189.89660194358845,1.8989660194358844,take_profit,5
2024-10-14 15:32:35,6909.895386018484,2024-10-15 19:32:35,7946.379693921256,BUY,0.03742764137642397,193.96581484237984,1.9396581484237982,take_profit,5
