entry_date,entry_price,exit_date,exit_price,side,quantity,pnl,roi,exit_reason,leverage
2024-09-03 13:32:35,53274.256168157495,2024-09-03 23:32:35,53724.64339311612,BUY,0.005363083527857109,12.077321536664448,0.12077321536664448,signal_reverse,5
2024-09-03 23:32:35,53724.64339311612,2024-09-04 00:32:35,55043.66861980496,SELL,0.005324546315751961,-35.11605455574965,-0.3511605455574965,signal_reverse,5
2024-09-04 00:32:35,55043.66861980496,2024-09-04 03:32:35,53896.049419281495,BUY,0.005178725243921874,-29.71602262080147,-0.2971602262080147,signal_reverse,5
2024-09-04 03:32:35,53896.049419281495,2024-09-04 12:32:35,57668.7728786312,SELL,0.005273243772855111,-99.47245244360113,-0.9947245244360112,stop_loss,5
2024-09-04 12:32:35,56883.77780761268,2024-09-04 13:32:35,53746.60974312742,BUY,0.004946312424317314,-77.58706687267473,-0.7758706687267473,signal_reverse,5
2024-09-04 13:32:35,53746.60974312742,2024-09-05 04:32:35,51554.806692612,SELL,0.005193781801434932,56.9187339804827,0.5691873398048269,signal_reverse,5
2024-09-05 04:32:35,51554.806692612,2024-09-06 01:32:35,52691.72875650702,BUY,0.005446134533857471,30.959152572415924,0.30959152572415927,signal_reverse,5
2024-09-06 01:32:35,52691.72875650702,2024-09-06 12:32:35,44787.96944303097,SELL,0.005345411262418535,211.24422024850145,2.1124422024850147,take_profit,5
2024-09-06 13:32:35,46462.690136853336,2024-09-06 20:32:35,47924.026648074025,SELL,0.006191946885423632,-45.242590296043886,-0.45242590296043883,signal_reverse,5
2024-09-06 20:32:35,47924.026648074025,2024-09-07 02:32:35,44569.34478270884,BUY,0.005976164443514519,-100.24065241549194,-1.0024065241549194,stop_loss,5
2024-09-07 02:32:35,45187.4148301802,2024-09-07 06:32:35,46801.414887797015,SELL,0.006274708267100247,-50.63689752314257,-0.5063689752314258,signal_reverse,5
2024-09-07 06:32:35,46801.414887797015,2024-09-07 13:32:35,43525.31584565122,BUY,0.006027404888921652,-98.73187691610559,-0.9873187691610559,stop_loss,5
2024-09-07 13:32:35,43728.39837925503,2024-09-08 06:32:35,40882.0516344002,SELL,0.00638647141182775,90.89056057082159,0.9089056057082159,signal_reverse,5
2024-09-08 06:32:35,40882.0516344002,2024-09-08 20:32:35,40168.45261576059,BUY,0.006894640264485064,-24.600042633048606,-0.24600042633048605,signal_reverse,5
2024-09-08 20:32:35,40168.45261576059,2024-09-09 08:32:35,38360.35614056344,SELL,0.006999626886847792,63.280003509023395,0.632800035090234,signal_reverse,5
2024-09-09 08:32:35,38360.35614056344,2024-09-09 09:32:35,36687.95899426275,BUY,0.007376682844020395,-61.68371668752481,-0.6168371668752481,signal_reverse,5
2024-09-09 09:32:35,36687.95899426275,2024-09-09 16:32:35,31184.765145123336,SELL,0.00766490687506559,210.9073418454368,2.109073418454368,take_profit,5
2024-09-09 16:32:35,32441.918298973207,2024-09-10 02:32:35,31153.875323405497,SELL,0.008853844909321116,57.02066371108498,0.5702066371108497,signal_reverse,5
2024-09-10 02:32:35,31153.875323405497,2024-09-11 04:32:35,35826.95662191632,BUY,0.009272197182585248,216.6486562502192,2.1664865625021923,take_profit,5
2024-09-11 04:32:35,34767.83420437352,2024-09-11 13:32:35,39983.00933502954,BUY,0.008486431305241501,221.29112745558115,2.2129112745558115,take_profit,5
2024-09-11 13:32:35,39178.83216089894,2024-09-11 21:32:35,38490.99711726694,BUY,0.0076923538458558045,-26.455352715985182,-0.2645535271598518,signal_reverse,5
2024-09-11 21:32:35,38490.99711726694,2024-09-13 01:32:35,37325.48599200536,SELL,0.007810178887096563,45.514251915970846,0.4551425191597085,signal_reverse,5
