entry_date,exit_date,side,entry_price,exit_price,quantity,leverage,exit_reason,pnl_percent,pnl_amount,fees,balance
2024-12-05 18:29:53.835133,2024-12-06 06:29:53.835133,BUY,82529.45269908248,96934.70189980646,0.006058443181770412,5,Take Profit,87.27338380182987,435.5514639712979,0.8154550378513723,10435.551463971298
2024-12-07 05:29:53.835133,2024-12-07 15:29:53.835133,SELL,119420.3872007275,130772.29456495756,0.004186889790933068,5,Stop Loss,-47.5291850509127,-238.43157214335173,0.7856468887881847,10197.119891827946
2024-12-07 16:29:53.835133,2024-12-08 00:29:53.835133,BUY,132093.90187820018,155472.85730923305,0.003785186090278679,5,Take Profit,88.49369690279079,441.6521142412768,0.8163702726770932,10638.772006069223
2024-12-08 08:29:53.835133,2024-12-08 13:29:53.835133,SELL,157375.18993961925,170368.50597973313,0.003177120867602047,5,Stop Loss,-41.28133553039423,-207.18763865361896,0.7809610016477957,10431.584367415604
2024-12-10 15:29:53.835133,2024-12-10 19:29:53.835133,SELL,370495.5842561583,402581.8720320375,0.001349543749634282,5,Stop Loss,-43.30184911690465,-217.29172197136094,0.7824763868376785,10214.292645444242
2024-12-10 21:29:53.835133,2024-12-10 22:29:53.835133,BUY,434662.7429900882,422112.440554172,0.0011503171322217551,5,Reverse Signal,-14.43682790659884,-72.92331191206426,0.739172379070051,10141.369333532179
2024-12-10 23:29:53.835133,2024-12-11 00:29:53.835133,BUY,436844.2323529745,425716.6522815764,0.0011445727400516417,5,Reverse Signal,-12.736324812464117,-64.42207181871125,0.740447756390652,10076.947261713467
2024-12-11 09:29:53.835133,2024-12-11 14:29:53.835133,BUY,470269.2741787475,546608.412923102,0.0010632206428395148,5,Take Profit,81.16534816958755,405.0158668368105,0.8108740111271906,10481.963128550278
2024-12-12 14:29:53.835133,2024-12-12 17:29:53.835133,SELL,750392.3451934143,809544.6507879811,0.0006663180977294279,5,Stop Loss,-39.41425174008158,-197.85081938921297,0.7795606888050612,10284.112309161066
2024-12-12 18:29:53.835133,2024-12-13 01:29:53.835133,BUY,827173.1427661236,962391.3244309664,0.0006044683684095035,5,Take Profit,81.73511365024734,407.86426691599905,0.8113013352376857,10691.976576077066
2024-12-15 09:29:53.835133,2024-12-15 14:29:53.835133,SELL,3196319.785035038,3464258.578919739,0.00015642990489905535,5,Stop Loss,-41.913640046151386,-210.34963546079155,0.7814352300346136,10481.626940616274
2024-12-15 15:29:53.835133,2024-12-15 18:29:53.835133,BUY,3617761.583905575,4206520.960216504,0.0001382070068476492,5,Take Profit,81.37067115342221,406.042327763746,0.8110280033650668,10887.66926838002
2025-01-08 08:29:53.835133,2025-01-08 09:29:53.835133,SELL,1668268906350375.8,1709664674996101.0,2.997118738452278e-13,5,Reverse Signal,-12.406803390073843,-62.793322052911776,0.7593051025425555,10824.875946327107
2025-01-08 18:29:53.835133,2025-01-08 23:29:53.835133,SELL,1919934231146158.5,2059230950490520.8,2.6042558744395686e-13,5,Stop Loss,-36.27642996427153,-182.15935714383085,0.7772073224732037,10642.716589183276
2025-01-09 01:29:53.835133,2025-01-09 06:29:53.835133,BUY,2199928876301267.2,2538212756376490.0,2.272800749998101e-13,5,Take Profit,76.8851856347234,383.61826428439093,0.8076638892260426,11026.334853467666
2025-01-09 22:29:53.835133,2025-01-10 05:29:53.835133,SELL,3384301953193205.0,3635990834781823.0,1.4774095423968682e-13,5,Stop Loss,-37.184755537421964,-186.7016662537629,0.7778885666530665,10839.633187213904
2025-01-10 16:29:53.835133,2025-01-10 20:29:53.835133,BUY,4158826141919777.0,4244135107926120.0,1.2022623282087778e-13,5,Reverse Signal,10.256375608786941,50.524185762228115,0.7576922817065903,10890.157372976131
2025-01-10 22:29:53.835133,2025-01-11 04:29:53.835133,BUY,4471809429349681.0,5164850054340452.0,1.1181156261229879e-13,5,Take Profit,77.48995523402229,386.64165870368595,0.8081174664255167,11276.799031679817
2025-01-12 15:29:53.835133,2025-01-12 20:29:53.835133,SELL,8786497879440238.0,9709528988813498.0,5.690549373146306e-14,5,Stop Loss,-52.525541008385446,-263.41709919768346,0.789394155756289,11013.381932482134
2025-01-13 10:29:53.835133,2025-01-13 21:29:53.835133,SELL,1.1218306688219788e+16,1.2112459929490438e+16,4.457000632056566e-14,5,Stop Loss,-39.852415614987144,-200.04196738664697,0.7798893117112404,10813.339965095487
2025-01-13 23:29:53.835133,2025-01-14 08:29:53.835133,BUY,1.2576516465376214e+16,1.3292478976818866e+16,3.975663701284257e-14,5,Reverse Signal,28.46426168222866,141.54996021488165,0.7713481962616715,10954.889925310368
2025-01-15 21:29:53.835133,2025-01-16 05:29:53.835133,BUY,1.3132222687818544e+16,1.289636677446862e+16,3.807428581483013e-14,5,Reverse Signal,-8.980045456002816,-45.643492245922076,0.743264965907998,10909.246433064445
2025-01-16 18:29:53.835133,2025-01-17 14:29:53.835133,BUY,1.2506339998143362e+16,1.3005817493834974e+16,3.997972229079234e-14,5,Reverse Signal,19.968971568251074,99.07988111257919,0.7649767286761884,11008.326314177024
2025-01-18 16:29:53.835133,2025-01-19 00:29:53.835133,BUY,1.0549373819292764e+16,9617298086050032.0,4.739617806372514e-14,5,Stop Loss,-44.1768274216497,-221.60100448768225,0.7168673794337628,10786.725309689342
2025-01-19 01:29:53.835133,2025-01-19 10:29:53.835133,SELL,9376536176160624.0,7932412404681042.0,5.332459562959135e-14,5,Take Profit,77.0073161532291,384.34433625326045,0.6922445128850783,11171.069645942602
2025-01-19 19:29:53.835133,2025-01-20 00:29:53.835133,BUY,7000758143377042.0,6372058961922804.0,7.142083610944583e-14,5,Stop Loss,-44.90222120078588,-225.2274293380288,0.7163233340994106,10945.842216604573
2025-01-20 04:29:53.835133,2025-01-20 09:29:53.835133,SELL,5763582296713419.0,5406525137961118.0,8.675160243397864e-14,5,Reverse Signal,30.97528068228561,154.14963487193975,0.7267685394882858,11099.991851476512
2025-01-20 23:29:53.835133,2025-01-21 07:29:53.835133,SELL,4228903842223480.0,3757340982339925.5,1.182339487144993e-13,5,Reverse Signal,55.7547389911348,278.0655110099173,0.7081839457566489,11378.05736248643
