timestamp,close,open,high,low,volume
2024-09-02 17:32:35.605862,55996.67608845927,55718.302922739815,56998.07602272561,54721.881192347806,603956.3007834972
2024-09-02 21:32:35.605862,56086.32673029335,55996.67608845927,56836.14027116628,55248.061079726234,622682.52396731
2024-09-03 01:32:35.605862,56014.60271972863,56086.32673029335,57068.46040639501,55033.725010460024,394652.9845708131
2024-09-03 05:32:35.605862,54262.94933663115,56014.60271972863,56249.5206652766,54035.37759714536,500185.1430102943
2024-09-03 09:32:35.605862,54716.38648020491,54262.94933663115,54989.96841260592,53991.63458994799,321095.4957036415
2024-09-03 13:32:35.605862,55633.55740149235,54819.264903587544,56697.89752799318,53770.50321967981,545747.8897627976
2024-09-03 17:32:35.605862,54767.00276263287,55633.55740149235,55948.04939574523,54457.40933157158,745816.9236238475
2024-09-03 21:32:35.605862,55237.86639074633,54767.00276263287,55662.96556964392,54345.52725269214,342362.8318054283
2024-09-04 01:32:35.605862,55063.613789246636,55237.86639074633,55933.894276515355,54369.781583320735,708836.9896637832
2024-09-04 05:32:35.605862,54307.353093950114,55063.613789246636,55903.0359075602,53479.45985852595,537947.2489008044
2024-09-04 09:32:35.605862,54319.21690907863,54307.353093950114,54491.116157253884,54135.49139014713,365034.3323401141
2024-09-04 13:32:35.605862,54213.02480913762,54319.21690907863,54817.71592405079,53715.50034166873,559080.3366250572
2024-09-04 17:32:35.605862,54717.42752883254,54213.02480913762,55555.94406405244,53382.23798710007,508032.5184407908
2024-09-04 21:32:35.605862,54901.28705737597,54717.42752883254,55080.52294275931,54538.79188849173,653106.6113064082
2024-09-05 01:32:35.605862,54523.988405082935,54901.28705737597,55708.609281403486,53722.214349475835,359406.3427043568
2024-09-05 05:32:35.605862,54579.917117972145,54523.988405082935,55336.79703366124,53767.8840735598,367947.32565228286
2024-09-05 09:32:35.605862,54298.81015888691,54579.917117972145,54755.12364562931,54124.50601028787,861446.3102199563
2024-09-05 13:32:35.605862,54648.01192196666,54298.81015888691,54950.72693076376,53998.029504352024,469459.6154979875
2024-09-05 17:32:35.605862,54730.38249166461,54648.01192196666,55095.59235173134,54283.35171170801,660662.5746881028
2024-09-05 21:32:35.605862,54807.88507225,54730.38249166461,55005.81737397404,54532.73008149532,518058.30506084603
2024-09-06 01:32:35.605862,55166.12188931345,54807.88507225,55815.047012287345,54163.17392812046,459004.2283096078
2024-09-06 05:32:35.605862,55998.05554710475,55166.12188931345,56655.55444472878,54518.391106984665,632886.1797421095
2024-09-06 09:32:35.605862,56227.160105095,55998.05554710475,56559.04480348678,55667.52315419997,372214.0628489477
2024-09-06 13:32:35.605862,55482.55103938737,56227.160105095,56609.9619031917,55104.81863637837,412898.01761655766
2024-09-06 17:32:35.605862,55405.13477291702,55482.55103938737,55777.716416937816,55110.38124740101,299139.2778466989
2024-09-06 21:32:35.605862,56761.55519710939,55405.13477291702,57566.30276020752,54619.61811403063,666233.0524042648
2024-09-07 01:32:35.605862,56449.24400027284,56761.55519710939,57045.36297309493,56166.99778027148,880493.3704581329
2024-09-07 05:32:35.605862,56292.836747359055,57287.72946646739,57548.491804961304,56036.602962438505,839848.8718179008
2024-09-07 09:32:35.605862,55484.999411310906,56292.836747359055,56831.62052174015,54953.94752031233,558532.969960639
2024-09-07 13:32:35.605862,54731.129133222246,55484.999411310906,56155.98736550073,54069.25783904839,605921.1747312017
2024-09-07 17:32:35.605862,54632.52753588295,54731.129133222246,55278.27182830785,54086.37055303393,297759.6855630548
2024-09-07 21:32:35.605862,54387.27731376317,54632.52753588295,55031.45136976946,53990.144284060225,593656.9347136691
2024-09-08 01:32:35.605862,55418.61517800284,54387.27731376317,55670.52528254667,54140.055244609,624372.1265024247
2024-09-08 05:32:35.605862,55725.45444892313,55418.61517800284,56738.16154361156,54411.48431969799,613404.1798172729
2024-09-08 09:32:35.605862,55814.87643621838,55725.45444892313,56869.093329363684,54672.9265350544,545644.0767691282
2024-09-08 13:32:35.605862,56000.39471143285,55814.87643621838,56764.43923091325,55053.36304570896,695417.6667824938
2024-09-08 17:32:35.605862,56336.607966233845,56000.39471143285,56852.74819874893,55487.33477064586,952571.1900034166
2024-09-08 21:32:35.605862,58639.54173530282,56336.607966233845,58961.93250380463,56026.87835717578,470908.7054266713
2024-09-09 01:32:35.605862,58253.481053387564,58639.54173530282,58932.73944397933,57962.213648120625,343315.06559115165
2024-09-09 05:32:35.605862,59201.004807932244,59082.13267583674,60141.53867206393,58143.487348328716,376921.68036225205
2024-09-09 09:32:35.605862,60078.7568945734,59201.004807932244,60624.07903263108,58663.64983945851,651189.8882144779
2024-09-09 13:32:35.605862,60477.35318948338,60078.7568945734,61480.36261218722,59082.358142121564,375767.67026241595
2024-09-09 17:32:35.605862,60698.00196114699,60477.35318948338,61429.85657444338,59748.15900678178,366210.89443454513
2024-09-09 21:32:35.605862,61426.61982423375,60698.00196114699,61889.58114579058,60240.53210061748,484040.0617082307
2024-09-10 01:32:35.605862,61368.74520805383,61426.61982423375,62397.71836098116,60398.5616159224,756206.0895985777
2024-09-10 05:32:35.605862,61078.9187810283,61368.74520805383,62024.93473328313,60425.82824478604,520573.68455913395
2024-09-10 09:32:35.605862,60010.09641414411,61078.9187810283,62045.65816972233,59060.27403547916,697686.0272404015
2024-09-10 13:32:35.605862,60060.96122227931,60010.09641414411,61170.79985512421,58901.197688486376,842780.1444678458
