timestamp,close,open,high,low,volume
2024-09-02 17:32:36.195206,3134.4987676906,3133.0936914246045,3151.3193419235054,3116.2806572136888,29438.072341220097
2024-09-03 17:32:36.195206,3141.5293286882466,3134.4987676906,3158.1432422420003,3117.9220351147796,29986.084288206737
2024-09-04 17:32:36.195206,3203.200763091638,3141.5293286882466,3251.945489039583,3093.7230881463506,17886.561640329222
2024-09-05 17:32:36.195206,3109.8365041875422,3203.200763091638,3245.139122785591,3069.1205292774575,54040.12937803594
2024-09-06 17:32:36.195206,3126.786771764342,3109.8365041875422,3142.4207056231635,3094.2873216666044,36972.443992372726
2024-09-07 17:32:36.195206,3182.1553793451344,3108.2391536716377,3231.4771952619963,3060.063002262424,28796.968444579557
2024-09-08 17:32:36.195206,3169.4858042756146,3182.1553793451344,3198.0661562418595,3153.6383752542365,27105.77345366077
2024-09-09 17:32:36.195206,3214.9291350803205,3145.7807710748743,3244.2278600365394,3117.1122182975887,44902.68967819735
2024-09-10 17:32:36.195206,3191.6166551993083,3214.9291350803205,3253.117144781962,3153.705558975526,24602.616927307172
2024-09-11 17:32:36.195206,3181.4201387732596,3191.6166551993083,3222.6903163071215,3150.445751209275,35596.621581491774
2024-09-12 17:32:36.195206,3191.0904401933667,3181.4201387732596,3218.0868512729007,3154.505537795097,38274.088244514474
2024-09-13 17:32:36.195206,3147.5715532028767,3191.0904401933667,3210.773940181506,3128.1564893583113,33104.43099349476
2024-09-14 17:32:36.195206,3197.089127937941,3147.5715532028767,3239.2545050527665,3106.059247406667,44155.7001816967
2024-09-15 17:32:36.195206,3128.534474028299,3197.089127937941,3236.1869178577813,3090.275051557512,34595.969119673726
2024-09-16 17:32:36.195206,3182.734239991311,3128.534474028299,3226.043881429146,3085.9623658725013,40452.02697007668
2024-09-17 17:32:36.195206,3143.859593982089,3182.734239991311,3219.801409060463,3107.2451718177904,19432.837784879368
2024-09-18 17:32:36.195206,3184.277881938142,3143.859593982089,3212.185041457257,3116.3066622192496,46832.57883365279
2024-09-19 17:32:36.195206,3097.05030819851,3184.277881938142,3243.1271935324944,3039.813067804268,34861.292238959526
