timestamp,close,open,high,low,volume
2024-09-02 17:32:35.225043,53232.14920132684,53028.020301823315,53690.74913766975,52571.17895501178,465967.73933993775
2024-09-02 18:32:35.225043,50907.22297568047,53232.14920132684,53601.468520004855,50554.03376225869,721316.0276601018
2024-09-02 19:32:35.225043,51363.90175036189,50907.22297568047,51620.72125911369,50652.686860802074,577756.6760615949
2024-09-02 20:32:35.225043,50278.48796985881,51014.800629307945,51797.854653258575,49506.736010872766,534931.0497911817
2024-09-02 21:32:35.225043,50090.75202004326,50278.48796985881,50576.39213164846,49793.96020914215,466443.90461956727
2024-09-02 22:32:35.225043,49110.4812824788,50090.75202004326,50580.20087123677,48630.61089371619,469500.9571252669
2024-09-02 23:32:35.225043,47559.40550077242,49110.4812824788,49555.25663225376,47128.677667033146,680610.9952605389
2024-09-03 00:32:35.225043,47790.27077928044,47559.40550077242,48029.22213317684,47321.608473268556,692123.6455979717
2024-09-03 01:32:35.225043,49811.777712831994,48594.726312855244,50762.52957771898,47667.20417277073,480519.74392645096
2024-09-03 02:32:35.225043,49582.80223436283,49811.777712831994,50362.93388266074,49034.17962694628,412402.54566522484
2024-09-03 03:32:35.225043,50102.45878489448,49582.80223436283,50374.815093058874,49313.2707723846,733167.778713031
2024-09-03 04:32:35.225043,51765.27416255499,50102.45878489448,52162.39305713922,49718.09622967785,652010.6885353843
2024-09-03 05:32:35.225043,51401.41440490781,51765.27416255499,52024.10053336776,51144.40733288327,598488.9048255685
2024-09-03 06:32:35.225043,49144.4648883856,50540.7242858437,50946.883208228464,48749.52668395165,659803.5860432982
2024-09-03 07:32:35.225043,49421.14033270207,49144.4648883856,49668.24603436557,48898.74256394367,338407.76698181295
2024-09-03 08:32:35.225043,50881.40966551102,48844.79392494198,51528.2652685263,48223.829827520516,679889.011752952
2024-09-03 09:32:35.225043,50389.09195487502,50881.40966551102,51135.81671383857,50137.14649510064,752364.3965521666
2024-09-03 10:32:35.225043,51605.78422370822,50295.90560825434,52169.67828767857,49746.324528514095,501980.8428794752
2024-09-03 11:32:35.225043,52414.14208889233,51605.78422370822,52993.72917358562,51035.13582921951,772858.0270679005
2024-09-03 12:32:35.225043,53042.967513131196,52414.14208889233,53754.59640058962,51710.9495759061,499985.42546616524
2024-09-03 13:32:35.225043,53274.256168157495,53042.967513131196,53816.854834314785,52502.72452351904,662460.2663058568
2024-09-03 14:32:35.225043,53660.4923302538,53274.256168157495,53927.94018395499,53008.733343990854,293859.2512725176
2024-09-03 15:32:35.225043,55086.93057737399,53660.4923302538,56025.303668048546,52746.417766517974,896138.7284702185
2024-09-03 16:32:35.225043,57268.121967376246,55086.93057737399,57887.73113309586,54490.920686975536,600482.6737772663
2024-09-03 17:32:35.225043,56889.26269968463,57268.121967376246,57554.46257721312,56604.816386186205,562037.8301388765
2024-09-03 18:32:35.225043,56474.8119975348,56471.38366884083,56812.81220060461,56133.40398422435,332637.7082093536
2024-09-03 19:32:35.225043,54404.33951645935,56474.8119975348,57218.774481292676,53687.6520920614,981037.8102339656
2024-09-03 20:32:35.225043,54940.83349180977,54404.33951645935,55215.53765926881,54132.317818877054,783253.7312118077
