timestamp,close,open,high,low,volume
2024-09-02 17:32:36.097676,3637.9772632874806,3621.6450993298745,3677.441037971481,3582.358491459155,21492.702994362997
2024-09-02 21:32:36.097676,3621.440812257187,3637.9772632874806,3671.2916352883126,3588.2778709667,36371.03108137126
2024-09-03 01:32:36.097676,3578.383869223017,3621.440812257187,3680.17319050514,3520.3497867075034,26235.56631513061
2024-09-03 05:32:36.097676,3606.3141431164486,3578.383869223017,3640.4391674239764,3544.5231372754183,47979.303335514895
2024-09-03 09:32:36.097676,3598.700015469897,3606.3141431164486,3625.552979770154,3579.5017983940324,61446.499944203155
2024-09-03 13:32:36.097676,3584.6565427186274,3598.700015469897,3660.7428979071815,3522.855774801912,31305.448399119974
2024-09-03 17:32:36.097676,3566.451413701028,3584.6565427186274,3618.5704583415904,3532.7097341631825,22712.69397556125
2024-09-03 21:32:36.097676,3608.860142288532,3566.451413701028,3678.2402914187246,3497.8865701792033,19729.67965770769
2024-09-04 01:32:36.097676,3797.8593803572185,3608.860142288532,3839.2530408976636,3569.526423815316,58870.43975435432
2024-09-04 05:32:36.097676,3762.58978322719,3797.8593803572185,3816.848677259004,3743.776834311054,47976.27218101079
2024-09-04 09:32:36.097676,3715.731851144551,3830.5798270999585,3893.67181741185,3654.531477171015,33358.039702753755
2024-09-04 13:32:36.097676,3738.4983276672833,3715.731851144551,3757.1908193056192,3697.153191888828,55276.59819426851
2024-09-04 17:32:36.097676,3705.5270014513903,3963.5805088982033,3983.398411442694,3686.9993664441336,48587.29914038939
2024-09-04 21:32:36.097676,4114.707654947898,4042.5097656415433,4194.035097607759,3964.574225980484,34990.71437370992
2024-09-05 01:32:36.097676,4248.022735395543,4114.707654947898,4311.413283832747,4053.3064828843458,36501.88861405144
2024-09-05 05:32:36.097676,4238.643688233106,4248.022735395543,4269.262849072521,4217.450469791941,36955.372211824266
2024-09-05 09:32:36.097676,4214.034603628495,4303.53245463799,4358.72326092077,4159.991565745245,44563.048489307344
2024-09-05 13:32:36.097676,4462.276605556539,4214.034603628495,4516.564158922997,4162.76713442954,30686.864238380414
