timestamp,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore
2024-12-01 16:16:49.603853,0.15380035614758422,0.15701359975921786,0.15245978558649562,0.15380035614758422,1.587404533148476e-05,2024-12-01 17:16:48.603853,2.4414338254852527e-06,0,7.93702266574238e-06,1.2207169127426264e-06,0
2024-12-01 20:16:49.603853,0.15281553875033352,0.15713145779094476,0.15148123864413038,0.15281553875033352,7.541532991676253e-06,2024-12-01 21:16:48.603853,1.1524634271264211e-06,0,3.7707664958381265e-06,5.762317135632106e-07,0
2024-12-02 00:16:49.603853,0.15784384138379237,0.15993449954937564,0.15657463858359674,0.15784384138379237,2.765966855265893e-05,2024-12-02 01:16:48.603853,4.365908335754166e-06,0,1.3829834276329465e-05,2.182954167877083e-06,0
2024-12-02 04:16:49.603853,0.16994752503614247,0.17607230051740685,0.16112407053789335,0.16994752503614247,1.4857835732370288e-05,2024-12-02 05:16:48.603853,2.5250524101098916e-06,0,7.428917866185144e-06,1.2625262050549458e-06,0
2024-12-02 08:16:49.603853,0.16804956214521982,0.17843353154584563,0.1664449600073386,0.16804956214521982,4.040830929495744e-05,2024-12-02 09:16:48.603853,6.790598684046214e-06,0,2.020415464747872e-05,3.395299342023107e-06,0
2024-12-02 12:16:49.603853,0.16617457149683137,0.169485164686973,0.1643880218356372,0.16617457149683137,2.717671494138773e-05,2024-12-02 13:16:48.603853,4.516078960076641e-06,0,1.3588357470693865e-05,2.2580394800383205e-06,0
2024-12-02 16:16:49.603853,0.17938873101728417,0.1819767369322932,0.17476819998211224,0.17938873101728417,1.6762509580917684e-05,2024-12-02 17:16:48.603853,3.0070053223858915e-06,0,8.381254790458842e-06,1.5035026611929457e-06,0
2024-12-02 20:16:49.603853,0.1863741848933691,0.18732024535137215,0.1852615815214956,0.1863741848933691,3.400320593571243e-05,2024-12-02 21:16:48.603853,6.337319790029774e-06,0,1.7001602967856216e-05,3.168659895014887e-06,0
2024-12-03 00:16:49.603853,0.18210699219069476,0.1837966986572857,0.18092765754004397,0.18210699219069476,1.7294095580854508e-05,2024-12-03 01:16:48.603853,3.1493757288878006e-06,0,8.647047790427254e-06,1.5746878644439003e-06,0
2024-12-03 04:16:49.603853,0.18715408662082944,0.18998004401963722,0.18623539470423853,0.18715408662082944,2.6159554548128597e-05,2024-12-03 05:16:48.603853,4.895867537862772e-06,0,1.3079777274064298e-05,2.447933768931386e-06,0
2024-12-03 08:16:49.603853,0.18292908320278345,0.18332507796371197,0.18260163438426397,0.18292908320278345,2.1271398236859125e-05,2024-12-03 09:16:48.603853,3.891157377909944e-06,0,1.0635699118429563e-05,1.945578688954972e-06,0
2024-12-03 12:16:49.603853,0.1787798948414596,0.17947569383577472,0.17861353015323475,0.1787798948414596,1.093861323884391e-05,2024-12-03 13:16:48.603853,1.955604124551912e-06,0,5.469306619421955e-06,9.77802062275956e-07,0
2024-12-03 16:16:49.603853,0.18105237360659246,0.18633811645956014,0.17775889720704854,0.18105237360659246,1.1563950609525505e-05,2024-12-03 17:16:48.603853,2.0936807061239943e-06,0,5.781975304762752e-06,1.0468403530619971e-06,0
2024-12-03 20:16:49.603853,0.16384461739694753,0.16488675454015994,0.16363184105231146,0.16384461739694753,3.703392064590692e-05,2024-12-03 21:16:48.603853,6.067808558937535e-06,0,1.851696032295346e-05,3.0339042794687673e-06,0
2024-12-04 00:16:49.603853,0.14981672491027967,0.15108118803910714,0.14707268148761835,0.14981672491027967,1.811965189559488e-05,2024-12-04 01:16:48.603853,2.7146269035123657e-06,0,9.05982594779744e-06,1.3573134517561828e-06,0
2024-12-04 04:16:49.603853,0.14570005364561575,0.14720031604710168,0.14540604339431798,0.14570005364561575,1.3942787472225533e-05,2024-12-04 05:16:48.603853,2.0314648826726795e-06,0,6.971393736112766e-06,1.0157324413363398e-06,0
2024-12-04 08:16:49.603853,0.13841533000829023,0.14010263441876747,0.13814322211284358,0.13841533000829023,1.1630428403312926e-05,2024-12-04 09:16:48.603853,1.6098295855823507e-06,0,5.815214201656463e-06,8.049147927911754e-07,0
2024-12-04 12:16:49.603853,0.14068016783060563,0.1422014767920798,0.13365248763912543,0.14068016783060563,2.0055194073874772e-05,2024-12-04 13:16:48.603853,2.8213680681880705e-06,0,1.0027597036937386e-05,1.4106840340940353e-06,0
2024-12-04 16:16:49.603853,0.13438549865981575,0.13571071485608927,0.1313069698722987,0.13438549865981575,5.1480868864644507e-05,2024-12-04 17:16:48.603853,6.918282233815835e-06,0,2.5740434432322253e-05,3.4591411169079174e-06,0
2024-12-04 20:16:49.603853,0.12498489680063907,0.12630031434788883,0.12390225114057103,0.12498489680063907,1.1872352792165857e-05,2024-12-04 21:16:48.603853,1.4838647885096287e-06,0,5.936176396082928e-06,7.419323942548143e-07,0
2024-12-05 00:16:49.603853,0.13422762148836098,0.1352000162335694,0.130878608406666,0.13422762148836098,2.0796627730862355e-05,2024-12-05 01:16:48.603853,2.791481875292544e-06,0,1.0398313865431178e-05,1.395740937646272e-06,0
2024-12-05 04:16:49.603853,0.13280275094024674,0.13969322432433923,0.12318698389900656,0.13280275094024674,3.200449952706514e-05,2024-12-05 05:16:48.603853,4.250285579660076e-06,0,1.600224976353257e-05,2.125142789830038e-06,0
2024-12-05 08:16:49.603853,0.13334121984096234,0.1362451406056918,0.12637955907545054,0.13334121984096234,1.4706653308622298e-05,2024-12-05 09:16:48.603853,1.961003091949822e-06,0,7.353326654311149e-06,9.80501545974911e-07,0
2024-12-05 12:16:49.603853,0.12393334920653201,0.12494347891307463,0.12350085395323789,0.12393334920653201,2.5441802963350164e-05,2024-12-05 13:16:48.603853,3.1530878511006567e-06,0,1.2720901481675082e-05,1.5765439255503284e-06,0
2024-12-05 16:16:49.603853,0.1206450593112092,0.12426807243333218,0.11730263976988518,0.1206450593112092,9.988410803251637e-06,2024-12-05 17:16:48.603853,1.2050524137830165e-06,0,4.994205401625818e-06,6.025262068915082e-07,0
2024-12-05 20:16:49.603853,0.12139739302272728,0.1226358751837671,0.11824134630917923,0.12139739302272728,1.9161578809018362e-05,2024-12-05 21:16:48.603853,2.3261657136143647e-06,0,9.580789404509181e-06,1.1630828568071824e-06,0
2024-12-06 00:16:49.603853,0.11449510542533721,0.12032898751346607,0.11274111510378634,0.11449510542533721,1.7543439884703513e-05,2024-12-06 01:16:48.603853,2.0086379991221943e-06,0,8.771719942351757e-06,1.0043189995610971e-06,0
