timestamp,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore
2024-11-30 23:00:00,13685.465160561575,13904.033238069094,13482.152607189646,13663.937848446743,397704.9082768925,2024-12-01 00:00:00,5434215148.717672,9501,57666.52069080152,976954759.2249743,0.0
2024-12-01 00:00:00,13840.595060339452,14077.703331323093,13792.883230707575,13851.998021094192,1649481.9680152505,2024-12-01 01:00:00,22848620956.777805,4461,241722.6134217982,3225839901.688535,0.0
2024-12-01 01:00:00,14072.665981797092,14208.352803036836,14063.714209448543,14029.45067909956,127912.56025560775,2024-12-01 02:00:00,1794542955.3433995,7252,35517.7438811073,335929834.2963517,0.0
2024-12-01 02:00:00,14160.064618833185,14381.873947687529,14032.293281861432,14177.715571194933,208437.0656259562,2024-12-01 03:00:00,2955161430.939299,941,49204.818842925786,719509657.8686095,0.0
2024-12-01 03:00:00,14094.796627426716,14135.702753528107,13850.776912510932,14149.768211805509,66760.86204699648,2024-12-01 04:00:00,944650723.5853237,4878,12818.592219329674,119978349.7854422,0.0
2024-12-01 04:00:00,14195.19885547345,14334.901809679737,14152.377778256301,14248.364721488791,1390941.921401575,2024-12-01 05:00:00,19818647802.538036,2171,224186.40820239013,4741700848.363824,0.0
2024-12-01 05:00:00,13893.100425556739,14002.562570185106,13889.527805302496,13894.863710394655,95064.57740453542,2024-12-01 06:00:00,1320909346.722283,1384,11695.378540927073,302205022.8122526,0.0
2024-12-01 06:00:00,13905.9114116443,14075.92992021946,13875.324181450815,13884.261392409804,26694.178699279713,2024-12-01 07:00:00,370628954.7164975,1478,6066.8985646586325,48309197.76242744,0.0
2024-12-01 07:00:00,13834.121794769137,13846.427851708973,13733.50370518031,13843.949718147778,303245.70067312766,2024-12-01 08:00:00,4198118232.363271,6439,82818.40696633676,930733081.9264174,0.0
2024-12-01 08:00:00,13719.335763408702,13925.70827847392,13560.144309710795,13721.439411038155,32554.069997657403,2024-12-01 09:00:00,446688699.05555105,2758,4462.997401852163,74947634.56633666,0.0
2024-12-01 09:00:00,13238.741666240307,13259.693110672077,13187.636910634526,13257.056342090698,596315.938576458,2024-12-01 10:00:00,7905393995.3948,3661,143544.33762308737,1172888928.5422208,0.0
2024-12-01 10:00:00,12960.040272052014,13130.198218144935,12752.17055601544,12935.371620341964,294018.09816440643,2024-12-01 11:00:00,3803233362.8627806,6107,42490.87868545624,690595344.0109322,0.0
2024-12-01 11:00:00,12827.615922143057,12832.351166147353,12634.355799389858,12812.216331855334,58285.40804290509,2024-12-01 12:00:00,746765256.8361608,5552,14381.156770623054,114152061.83698967,0.0
2024-12-01 12:00:00,13050.826491072059,13267.963026673717,12869.194584638468,13042.279345027422,318799.35446096194,2024-12-01 13:00:00,4157870235.8942795,4112,57158.06394303919,1047487843.4301218,0.0
2024-12-01 13:00:00,13118.905733433223,13164.743093044652,12991.004324169495,13145.13557810082,116624.39155730582,2024-12-01 14:00:00,1533043438.7343016,2078,27281.92670618635,365968253.76572454,0.0
2024-12-01 14:00:00,13358.896238166762,13496.625784019032,13261.31833000568,13390.924704899626,249848.56220201863,2024-12-01 15:00:00,3345703284.074662,4516,67010.67977101673,926493732.8143419,0.0
2024-12-01 15:00:00,13684.295808217923,13755.862733145095,13581.503039760093,13666.57892391626,45300.88296311099,2024-12-01 16:00:00,619108092.3384498,5596,9930.962449974146,127196980.57423656,0.0
2024-12-01 16:00:00,13767.580935432723,13966.563012275517,13629.059649308032,13720.042131833909,42521.55235915522,2024-12-01 17:00:00,583397489.8785912,7974,11366.514566008906,78334491.18644734,0.0
2024-12-01 17:00:00,13799.327162689984,13888.015742002151,13777.98934951449,13814.339752591315,223708.73743138017,2024-12-01 18:00:00,3090388504.5003276,2324,35257.36951729664,552694287.8438141,0.0
2024-12-01 18:00:00,13523.894249356788,13719.885011480792,13339.345710845337,13553.589267748672,1072901.0755326252,2024-12-01 19:00:00,14541660502.694996,7189,296658.65964865405,3696227300.3876877,0.0
