timestamp,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore,sma_10,sma_20,sma_50,sma_100,sma_200,ema_9,ema_21,ema_50,ema_100,ema_200,macd,macd_signal,macd_hist,sar,atr,rsi,stoch_k,stoch_d,roc,cci,williams_r,bb_middle,bb_std,bb_upper,bb_lower,bb_width,keltner_middle,keltner_upper,keltner_lower,obv,volume_roc,cmf
2024-11-30 23:00:00,13685.465160561576,13904.033238069094,13482.152607189646,13663.937848446743,397704.9082768925,2024-12-01 00:00:00,5434215148.717672,9501,57666.52069080152,976954759.2249744,0.0,13946.574928512011,13640.164164176307,13527.408648378181,13066.333828157205,12464.41301118011,13663.937848446743,13663.937848446743,13663.937848446743,13663.937848446743,13663.937848446743,0.0,0.0,0.0,13663.937848446743,351.9793952886835,36.52396248248766,23.343021990068596,31.955266225041274,-6.233353269300979,-20.28887575426509,-76.65697800993141,13640.164164176307,418.436324995167,14477.03681416664,12803.291514185974,0.12270712286414329,13663.937848446743,14272.891409442847,12864.973828288112,0.0,314.750216476292,-0.030054596099746467
2024-12-01 00:00:00,13840.595060339452,14077.703331323091,13792.883230707575,13851.998021094192,1649481.9680152503,2024-12-01 01:00:00,22848620956.777805,4461,241722.6134217982,3225839901.688535,0.0,13946.574928512011,13640.164164176307,13527.408648378181,13066.333828157205,12464.41301118011,13701.549882976235,13681.034227778327,13671.312757178015,13667.661812261545,13665.809093945723,15.001951094383912,3.000390218876783,12.00156087550713,13663.937848446743,351.9793952886835,36.52396248248766,23.343021990068596,31.955266225041274,-6.233353269300979,-20.28887575426509,-76.65697800993141,13640.164164176307,418.436324995167,14477.03681416664,12803.291514185974,0.12270712286414329,13681.034227778327,14272.891409442847,12864.973828288112,1649481.9680152503,314.750216476292,-0.030054596099746467
2024-12-01 01:00:00,14072.665981797092,14208.352803036836,14063.714209448544,14029.45067909956,127912.56025560776,2024-12-01 02:00:00,1794542955.3433995,7252,35517.7438811073,335929834.2963517,0.0,13946.574928512011,13640.164164176307,13527.408648378181,13066.333828157205,12464.41301118011,13767.1300422009,13712.70845062571,13685.357381567097,13674.825948238537,13669.42741817611,40.74042166625986,10.548396508353399,30.192025157906464,13851.998021094192,351.9793952886835,36.52396248248766,23.343021990068596,31.955266225041274,-6.233353269300979,-20.28887575426509,-76.65697800993141,13640.164164176307,418.436324995167,14477.03681416664,12803.291514185974,0.12270712286414329,13712.70845062571,14272.891409442847,12864.973828288112,1777394.528270858,-92.24528896126586,-0.030054596099746467
2024-12-01 02:00:00,14160.064618833185,14381.873947687527,14032.293281861432,14177.715571194933,208437.0656259562,2024-12-01 03:00:00,2955161430.939299,941,49204.818842925786,719509657.8686095,0.0,13946.574928512011,13640.164164176307,13527.408648378181,13066.333828157205,12464.41301118011,13849.247147999708,13754.981825222912,13704.665545866228,13684.78415859411,13674.485011738487,72.26901055307098,22.892519317296916,49.37649123577407,14029.45067909956,351.9793952886835,36.52396248248766,23.343021990068596,31.955266225041274,-6.233353269300979,-20.28887575426509,-76.65697800993141,13640.164164176307,418.436324995167,14477.03681416664,12803.291514185974,0.12270712286414329,13754.981825222912,14272.891409442847,12864.973828288112,1985831.5938968144,62.95277430882178,-0.030054596099746467
2024-12-01 03:00:00,14094.796627426716,14135.702753528109,13850.776912510932,14149.768211805507,66760.86204699648,2024-12-01 04:00:00,944650723.5853236,4878,12818.592219329674,119978349.7854422,0.0,13946.574928512011,13640.164164176307,13527.408648378181,13066.333828157205,12464.41301118011,13909.35136076087,13790.87149673042,13722.12055237365,13693.991763608195,13679.214197808806,93.91789898257957,37.09759525035345,56.82030373222612,14177.715571194933,351.9793952886835,36.52396248248766,23.343021990068596,31.955266225041274,-6.233353269300979,-20.28887575426509,-76.65697800993141,13640.164164176307,418.436324995167,14477.03681416664,12803.291514185974,0.12270712286414329,13790.87149673042,14272.891409442847,12864.973828288112,1919070.731849818,-67.97073406953447,-0.030054596099746467
2024-12-01 04:00:00,14195.19885547345,14334.901809679735,14152.3777782563,14248.364721488791,1390941.921401575,2024-12-01 05:00:00,19818647802.53804,2171,224186.40820239013,4741700848.363824,0.0,13946.574928512011,13640.164164176307,13527.408648378181,13066.333828157205,12464.41301118011,13977.154032906456,13832.461789890272,13742.757578613458,13704.969445942465,13684.877387099154,117.67423799487733,53.21292379925823,64.46131419561911,14149.768211805507,351.9793952886835,36.52396248248766,23.343021990068596,31.955266225041274,-6.233353269300979,-20.28887575426509,-76.65697800993141,13640.164164176307,418.436324995167,14477.03681416664,12803.291514185974,0.12270712286414329,13832.461789890272,14272.891409442847,12864.973828288112,3310012.6532513928,1983.4690846598385,-0.030054596099746467
2024-12-01 05:00:00,13893.10042555674,14002.562570185106,13889.527805302496,13894.863710394657,95064.57740453542,2024-12-01 06:00:00,1320909346.722283,1384,11695.378540927071,302205022.8122526,0.0,13946.574928512011,13640.164164176307,13527.408648378181,13066.333828157205,12464.41301118011,13960.695968404096,13838.134691754307,13748.722524957819,13708.729728406865,13686.966803251347,106.7462265013346,63.919584339673506,42.8266421616611,14248.364721488791,351.9793952886835,36.52396248248766,23.343021990068596,31.955266225041274,-6.233353269300979,-20.28887575426509,-76.65697800993141,13640.164164176307,418.436324995167,14477.03681416664,12803.291514185974,0.12270712286414329,13838.134691754307,14272.891409442847,12864.973828288112,3214948.0758468574,-93.16545314064989,-0.030054596099746467
2024-12-01 06:00:00,13905.9114116443,14075.92992021946,13875.324181450816,13884.261392409804,26694.178699279717,2024-12-01 07:00:00,370628954.7164975,1478,6066.8985646586325,48309197.76242744,0.0,13946.574928512011,13640.164164176307,13527.408648378181,13066.333828157205,12464.41301118011,13945.40905320524,13842.328028177533,13754.037774661818,13712.205602941576,13688.92993349173,96.1221439648507,70.36009626470894,25.76204770014175,13894.863710394657,351.9793952886835,36.52396248248766,23.343021990068596,31.955266225041274,-6.233353269300979,-20.28887575426509,-76.65697800993141,13640.164164176307,418.436324995167,14477.03681416664,12803.291514185974,0.12270712286414329,13842.328028177533,14272.891409442847,12864.973828288112,3188253.8971475777,-71.91995228076807,-0.030054596099746467
2024-12-01 07:00:00,13834.121794769137,13846.427851708972,13733.50370518031,13843.949718147778,303245.70067312766,2024-12-01 08:00:00,4198118232.363271,6439,82818.40696633676,930733081.9264174,0.0,13946.574928512011,13640.164164176307,13527.408648378181,13066.333828157205,12464.41301118011,13925.117186193747,13842.475454538464,13757.563733229896,13714.814397302096,13690.472418911195,83.48727743285963,72.98553249833908,10.501744934520545,13884.261392409804,351.9793952886835,36.52396248248766,23.343021990068596,31.955266225041274,-6.233353269300979,-20.28887575426509,-76.65697800993141,13640.164164176307,418.436324995167,14477.03681416664,12803.291514185974,0.12270712286414329,13842.475454538464,14272.891409442847,12864.973828288112,2885008.19647445,1035.999365589435,-0.030054596099746467
2024-12-01 08:00:00,13719.335763408702,13925.70827847392,13560.144309710797,13721.439411038156,32554.069997657403,2024-12-01 09:00:00,446688699.0555511,2758,4462.997401852163,74947634.56633666,0.0,13946.574928512011,13640.164164176307,13527.408648378181,13066.333828157205,12464.41301118011,13884.381631162629,13831.472177856618,13756.147093143945,13714.945585692909,13690.78054818609,62.86384152089704,70.96119430285067,-8.097352781953632,13843.949718147778,351.9793952886835,36.52396248248766,23.343021990068596,31.955266225041274,-6.233353269300979,-20.28887575426509,-76.65697800993141,13640.164164176307,418.436324995167,14477.03681416664,12803.291514185974,0.12270712286414329,13831.472177856618,14272.891409442847,12864.973828288112,2852454.1264767926,-89.26478762093058,-0.030054596099746467
2024-12-01 09:00:00,13238.741666240308,13259.693110672077,13187.636910634526,13257.056342090698,596315.938576458,2024-12-01 10:00:00,7905393995.3948,3661,143544.33762308737,1172888928.5422208,0.0,13905.886777876407,13640.164164176307,13527.408648378181,13066.333828157205,12464.41301118011,13758.916573348244,13779.252556423353,13736.574906828131,13705.87847195821,13686.464884443847,8.944678636560639,58.55789116959267,-49.61321253303203,13721.439411038156,351.9793952886835,36.52396248248766,23.343021990068596,31.955266225041274,-6.233353269300979,-20.28887575426509,-76.65697800993141,13640.164164176307,418.436324995167,14477.03681416664,12803.291514185974,0.12270712286414329,13779.252556423353,14272.891409442847,12864.973828288112,2256138.1879003346,1731.7707697359165,-0.030054596099746467
2024-12-01 10:00:00,12960.040272052014,13130.198218144937,12752.17055601544,12935.371620341964,294018.09816440643,2024-12-01 11:00:00,3803233362.8627806,6107,42490.87868545624,690595344.0109322,0.0,13814.224137801186,13640.164164176307,13527.408648378181,13066.333828157205,12464.41301118011,13594.207582746989,13702.53610768868,13705.155170103184,13690.620910540067,13678.991319626914,-59.06307269307763,35.033698397058615,-94.09677109013624,13257.056342090698,351.9793952886835,36.52396248248766,23.343021990068596,31.955266225041274,-6.233353269300979,-20.28887575426509,-76.65697800993141,13640.164164176307,418.436324995167,14477.03681416664,12803.291514185974,0.12270712286414329,13702.53610768868,14272.891409442847,12864.973828288112,1962120.0897359282,-50.69424123287823,-0.030054596099746467
2024-12-01 11:00:00,12827.615922143055,12832.351166147351,12634.355799389858,12812.216331855334,58285.40804290509,2024-12-01 12:00:00,746765256.8361608,5552,14381.156770623054,114152061.83698969,0.0,13692.500703076763,13640.164164176307,13527.408648378181,13066.333828157205,12464.41301118011,13437.809332568659,13621.597946249285,13670.137960760132,13673.226760467101,13670.366692882919,-121.49676899650694,3.7276049183455022,-125.22437391485245,12935.371620341964,351.9793952886835,36.52396248248766,23.343021990068596,31.955266225041274,-6.233353269300979,-20.28887575426509,-76.65697800993141,13640.164164176307,418.436324995167,14477.03681416664,12803.291514185974,0.12270712286414329,13621.597946249285,14272.891409442847,12864.973828288112,1903834.681693023,-80.17625159580702,-0.030054596099746467
