timestamp,open,high,low,close,volume,sma_20,sma_50,rsi
2024-12-01 04:14:26.496166000,40249.05363550275,40671.21999353414,40046.81412093264,40437.37132240898,1180.99240829884,,,
2024-12-01 05:14:28.163604628,40365.77738819785,40426.08396556682,40283.68735946315,40366.75988147204,954.8386501847916,,,
2024-12-01 06:14:29.831043257,40783.655387589904,41256.86239056129,40621.42544419244,40924.910711952594,1287.2859039117734,,,
2024-12-01 07:14:31.498481886,42049.58091400697,42451.60149908776,41952.72789726122,42183.33459707901,859.2167349168911,,,
2024-12-01 08:14:33.165920515,41979.283276379545,42199.18127970912,41664.21231413868,42036.01189730034,789.059109006816,,,
2024-12-01 09:14:34.833359144,41860.401137619985,42171.086764566186,41656.64174600537,41888.702331741,986.5539385607738,,,
2024-12-01 10:14:36.500797773,43245.27330715451,43304.330931431294,42961.18537820367,43192.07258414691,983.4814849297419,,,
2024-12-01 11:14:38.168236402,43659.42416513963,43997.37341351253,43760.31981281786,43846.02036746924,1153.9937462670446,,,
2024-12-01 12:14:39.835675031,43512.047160311144,43909.642993884365,43438.11373045597,43510.44085872128,845.0074351872031,,,
2024-12-01 13:14:41.503113660,43844.89317925518,44112.26581562248,43581.37582470669,43984.48889359005,1273.6188473629795,,,
2024-12-01 14:14:43.170552289,43686.047680816424,43858.92226522541,43510.64105607221,43653.754739340075,1393.3833925016506,,,
2024-12-01 15:14:44.837990918,43380.69622343615,43706.79050019116,43159.98054678707,43321.17093648387,992.1711946063316,,,
2024-12-01 16:14:46.505429547,43579.44032341167,43862.98695310457,43223.80152912266,43554.7407537367,1249.9420840368637,,,
2024-12-01 17:14:48.172868176,42164.35345929057,42090.28179556723,41921.593453438225,42064.116558010464,788.700585874948,,,61.086995922472966
2024-12-01 18:14:49.840306805,40657.2355009535,40784.17025227386,40336.462645697095,40724.182292000034,1215.0443082363831,,,51.65285857388099
2024-12-01 19:14:51.507745434,40421.22827384554,40317.513555134516,40016.86146832521,40314.35226860726,1209.4552817118924,,,49.70934486915472
2024-12-01 20:14:53.175184063,39517.50072838744,39793.579636319075,39307.83943066858,39544.08737233972,1172.6874560379756,,,42.51792510348076
2024-12-01 21:14:54.842622692,39829.18505657985,40013.818119711614,39484.57637677121,39835.48523841594,996.8873822259412,,,35.78872607729724
2024-12-01 22:14:56.510061321,39207.04657751522,39201.63332797056,39129.64572821024,39149.065977998966,409.1502117515938,,,33.596177586659934
2024-12-01 23:14:58.177499950,37875.913960154656,38423.805300419015,37961.38695361712,38059.22301693074,871.6545712695741,41629.51462998726,,30.34581399501161
2024-12-02 00:14:59.844938579,39332.21824544843,39479.74863250367,39089.11416253736,39271.74203206798,874.8167964630796,41571.23316547021,,29.69013321894336
2024-12-02 01:15:01.512377208,39177.52468984033,39225.77654926882,39042.301744773,39131.12099167875,804.3490123879045,41509.45122098055,,24.201600721802805
2024-12-02 02:15:03.179815837,39150.55581400078,39421.50602485813,38933.345677793535,39225.14355542909,1024.4486009094132,41424.462863154375,,25.91558623474799
2024-12-02 03:15:04.847254466,37967.427648539786,38384.45260304762,37774.89377329202,38125.34500645832,916.207310895753,41221.56338362333,,19.234173741798415
2024-12-02 04:15:06.514693095,37575.49943139264,37758.60376090245,37569.951043591944,37729.83882683818,835.0775980469956,41006.254730100234,,19.104222254409706
2024-12-02 05:15:08.182131724,38018.803386311636,37962.57585366938,37729.05036509751,37858.57689860607,788.239970350436,40804.748458443486,,20.891279997843824
2024-12-02 06:15:09.849570353,37047.7733315116,37276.17997699844,36622.22190276641,36977.78203666823,856.8974029029542,40494.03393106955,,17.214591284745524
2024-12-02 07:15:11.517008982,37179.18133521757,37489.879752616864,37152.3289059561,37318.34045134477,1224.2998423699858,40167.649935263325,,23.27903385707795
2024-12-02 08:15:13.184447611,36824.9921140753,37079.39528593114,36697.479064122446,36877.82949940972,867.7949890745011,39836.01936729775,,25.902535397864412
2024-12-02 09:15:14.851886240,36718.40139988937,36843.25077553572,36555.47359182805,36684.4744995751,897.0122587133455,39471.018647597004,,26.624714617804244
2024-12-02 10:15:16.519324869,36364.73082934474,36259.01991394672,35913.4605634018,36243.10920979158,908.6604769953508,39100.48637111957,,27.80243192216011
2024-12-02 11:15:18.186763498,37592.59561854485,37827.52704863586,37550.066107407365,37764.931757398735,1067.798702761884,38822.67441216532,,38.05340746866765
2024-12-02 12:15:19.854202127,37694.59675046353,37962.52258148052,37506.07669298567,37794.133977608384,1091.2498977057066,38534.644073358904,,41.540829582300766
2024-12-02 13:15:21.521640756,37132.12545547572,37065.33868166427,36687.694447689166,36987.96523444367,391.0686921513676,38280.83650718056,,43.06627781412529
2024-12-02 14:15:23.189079385,37501.02528765456,37704.83626144873,37557.171930209726,37686.00116412622,1204.3270427655216,38128.92745078687,,39.003947104654
2024-12-02 15:15:24.856518014,36639.59242626717,37059.361811549476,36589.946499430094,36749.3262441494,1287.2736068487507,37950.67614956397,,35.125968829623375
2024-12-02 16:15:26.523956643,37126.056009308115,37319.03072398287,36642.852352056856,36956.4171201532,789.9626925276661,37821.29263695465,,36.029360232816295
2024-12-02 17:15:28.191395272,35468.8577995257,35709.68107991887,35299.98444121227,35428.68102104938,805.5403510530331,37600.95242608632,,34.22553364827726
2024-12-02 18:15:29.858833901,34324.13251730855,34699.88655064174,34132.96981047641,34406.13218193064,909.9493224443457,37363.80573628291,,31.886373011927247
2024-12-02 19:15:31.526272530,34453.7844092956,34687.354020120394,34278.0037520776,34603.621170625935,848.7991961086791,37191.02564396767,,32.39299371172122
2024-12-02 20:15:33.193711159,35068.155510538745,35572.86553221998,35014.81003361801,35234.39443462227,1044.7853747893212,36989.158264095386,,40.30733222234397
2024-12-02 21:15:34.861149788,35321.099491375855,35481.22338386226,35148.86779381541,35411.48905957425,610.6949427282271,36803.17666749016,,39.20226594403214
2024-12-02 22:15:36.528588417,35493.859891820706,35695.38621900655,35074.2963131368,35358.97043366365,776.4144783926521,36609.868011401886,,41.00401929916776
2024-12-02 23:15:38.196027046,35128.52432621376,35507.84691480475,34860.98769821618,35158.08747719222,1307.8394400349816,36461.50513493858,,40.96748696126902
2024-12-03 00:15:39.863465675,34090.21687506658,34257.36431810517,33880.891425836984,34015.269884898276,814.3560065303964,36275.776687841586,,37.827153713362435
2024-12-03 01:15:41.530904304,33619.433815387885,33807.87549893951,33462.23182244131,33479.39451818251,1248.685655620585,36056.81756882041,,23.75636877938861
2024-12-03 02:15:43.198342933,33120.3981019722,33339.69097023319,33017.65796691716,33150.88350141468,1071.0676391180273,35865.47264205773,,22.571296235516755
2024-12-03 03:15:44.865781562,33931.50265384583,34124.92043238231,33807.257695594184,34036.581282389816,638.1464570823484,35701.384683609984,,32.72781255532428
2024-12-03 04:15:46.533220191,34357.35617593988,34501.59045045437,34196.77390974428,34351.47591404458,1127.0658390432413,35575.06700434173,,29.569376216535446
2024-12-03 05:15:48.200658820,33115.634049282446,33176.80638177055,32734.027925000006,32981.043789754396,976.4665395614293,35389.89546885069,38391.767915496705,28.077010781316616
2024-12-03 06:15:49.868097449,33381.60771679398,33304.6327363711,33161.506102651685,33280.31096527023,908.9065887500519,35241.75555662462,38248.62670835393,28.840214046740797
2024-12-03 07:15:51.535536078,32868.91582449943,33217.69462507074,32802.70184905818,33012.24514093718,1048.9914186344008,35004.121225801544,38101.53641354323,33.73179908396655
2024-12-03 08:15:53.202974707,32573.31432052856,32829.695397656295,32450.101143138407,32510.707540692412,1094.9266971133584,34739.94990395575,37933.252350118026,36.27668887424594
2024-12-03 09:15:54.870413336,33063.80354810743,33102.86023159229,32792.45654591565,33040.0485717651,1141.518364394924,34542.55407082182,37750.38662961175,39.198429600032696
2024-12-03 10:15:56.537851965,34042.99796113131,34173.57636069891,33719.83079995817,33904.84818976187,1235.6505695096005,34353.4964221036,37587.76335546098,41.10282904573988
2024-12-03 11:15:58.205290594,34558.91157070784,35004.821217094526,34619.08260928873,34689.87228505482,1081.6271825556712,34250.52372414887,37443.78675452725,45.5343647585432
2024-12-03 12:15:59.872729223,34070.09045550249,34379.908857108094,33959.07770451131,34058.49826647671,724.8731822427276,34105.62778146505,37261.11526817385,42.49021748408715
2024-12-03 13:16:01.540167852,33979.580769276756,34176.14510172873,33597.71587089618,33851.12836579574,905.2709084697618,34026.75014870237,37061.217428140386,42.45840774110911
