timestamp,open,high,low,close,volume
2024-01-01,42.63953026829643,42.78881557279639,42.4280295389436,42.71498596946623,46294
2024-01-02,42.71704086528889,43.11597803090958,42.646597934872595,42.917795170684755,45787
2024-01-03,42.09413560547044,42.234597829973204,41.76434700730353,41.8589982932847,72511
2024-01-04,41.903094880054475,42.313566571051766,41.428673142987115,41.50268529931,55402
2024-01-05,41.89757253547842,41.9208776336503,41.628178166726116,41.761921346951425,41298
2024-01-06,42.59850849412779,42.83843639990755,42.46526038232757,42.69412840514595,86505
2024-01-07,43.763986099985416,43.99619286625052,43.4988953907752,44.0420017177476,39500
2024-01-08,43.26745306785148,43.4207922009742,42.81251501090918,43.34871663431799,87011
2024-01-09,42.36772195084588,42.51052789591378,42.331543226281646,42.43181896683035,87965
2024-01-10,43.86570910144492,44.01884793998799,43.56556447585413,43.6712760377351,22018
2024-01-11,43.93005229410708,44.22096495080599,43.57516866236079,43.81040063460449,26458
2024-01-12,43.88751229280129,44.29570038781284,43.63545448680186,43.88099710351377,28872
2024-01-13,43.413748649444074,43.482399780625094,43.16731228176797,43.407983110284356,55237
2024-01-14,43.65252323315459,43.70774254891769,43.32621822870377,43.468125394395685,45816
2024-01-15,42.58391798424181,42.80013814842209,42.306843512483624,42.68151756176667,63435
2024-01-16,43.14962859856707,43.394408970542884,42.7456390521915,43.446873040325244,69022
2024-01-17,43.963855900295314,44.24673081977583,43.878658504488584,44.05244128774874,13776
2024-01-18,44.38552034984837,44.52251058351325,43.97760856752295,44.34524883926069,76147
2024-01-19,45.44805677434317,45.55500827652525,44.95718514205891,45.18801411819394,15482
2024-01-20,45.16462396292344,45.48753438179285,45.01097766717796,45.09925849657578,98268
2024-01-21,45.451946921703495,45.47345644477075,45.13950242258618,45.378611358033226,40076
2024-01-22,45.66465885077373,45.8933493925411,45.392934169281595,45.678950188601455,83846
2024-01-23,45.19832570165601,45.497074662107515,45.01380616854377,45.37009714359284,66403
