timestamp,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore
2024-09-02 16:16:50.159265,0.5077007122951684,0.5078520601776542,0.4953860893952743,0.5077007122951684,8.625077918991586e-05,2024-09-02 17:16:49.159265,4.3789582030733577e-05,0,4.312538959495793e-05,2.1894791015366788e-05,0
2024-09-02 17:16:50.159265,0.5058537310175957,0.5066676352474786,0.50000789713091,0.5058537310175957,8.584466706140691e-05,2024-09-02 18:16:49.159265,4.3424845120975984e-05,0,4.2922333530703456e-05,2.1712422560487992e-05,0
2024-09-02 18:16:50.159265,0.5159458280104298,0.5253898260514178,0.50709713883917,0.5159458280104298,3.440259556214186e-05,2024-09-02 19:16:49.159265,1.7749875653017217e-05,0,1.720129778107093e-05,8.874937826508609e-06,0
2024-09-02 19:16:50.159265,0.5397932483311054,0.5485110101855236,0.538296466530745,0.5397932483311054,0.00013690100347698658,2024-09-02 20:16:49.159265,7.389823736663055e-05,0,6.845050173849329e-05,3.694911868331527e-05,0
2024-09-02 20:16:50.159265,0.5362927607054657,0.5424267639232602,0.5342640065862704,0.5362927607054657,2.4915845162632297e-05,2024-09-02 21:16:49.159265,1.3362187387577997e-05,0,1.2457922581316149e-05,6.681093693788999e-06,0
2024-09-02 21:16:50.159265,0.5328204646255185,0.5411029154522209,0.517073153618949,0.5328204646255185,3.776931064288248e-05,2024-09-02 22:16:49.159265,2.0124261645326182e-05,0,1.888465532144124e-05,1.0062130822663091e-05,0
2024-09-02 22:16:50.159265,0.5583614738836318,0.5633493303460085,0.5399111446826236,0.5583614738836318,7.875765948381301e-05,2024-09-02 23:16:49.159265,4.397524282900702e-05,0,3.9378829741906505e-05,2.198762141450351e-05,0
2024-09-02 23:16:50.159265,0.5715341263999851,0.5792544071846901,0.569643211970221,0.5715341263999851,3.6479255840595346e-05,2024-09-03 00:16:49.159265,2.0849139618576215e-05,0,1.8239627920297673e-05,1.0424569809288107e-05,0
2024-09-03 00:16:50.159265,0.5638147876466252,0.5781872947148116,0.5617266483009167,0.5638147876466252,6.090295809617683e-05,2024-09-03 01:16:49.159265,3.433798838604725e-05,0,3.0451479048088416e-05,1.7168994193023624e-05,0
2024-09-03 01:16:50.159265,0.5733228443132972,0.5767782183284539,0.5636463200280911,0.5733228443132972,6.116120964550866e-05,2024-09-03 02:16:49.159265,3.506511867560489e-05,0,3.058060482275433e-05,1.7532559337802445e-05,0
2024-09-03 02:16:50.159265,0.5656938403656891,0.5714754774337025,0.5564558330203915,0.5656938403656891,4.856481441085436e-05,2024-09-03 03:16:49.159265,2.7472816370723166e-05,0,2.428240720542718e-05,1.3736408185361583e-05,0
2024-09-03 03:16:50.159265,0.5581320098889491,0.5677906987656128,0.5534313721782117,0.5581320098889491,8.08763350666851e-05,2024-09-03 04:16:49.159265,4.513967144322104e-05,0,4.043816753334255e-05,2.256983572161052e-05,0
2024-09-03 04:16:50.159265,0.5625255115699958,0.5688938625889133,0.5577762115016166,0.5625255115699958,4.636045207951959e-05,2024-09-03 05:16:49.159265,2.607893702264803e-05,0,2.3180226039759794e-05,1.3039468511324016e-05,0
